record_id,split,stance_code,stance_category,annotator_1_labels,annotator_2_labels,adjudicated_gold_labels
ATTR-DEV-0233,dev,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-DEV-0234,dev,3,Delayed vaccination,"[""C2a"",""C4a""]","[""C2a"",""C4a""]","[""C2a"",""C4a""]"
ATTR-DEV-0235,dev,3,Delayed vaccination,"[""A1a"",""A1c"",""C2a""]","[""A1a"",""B6a"",""C2a""]","[""A1a"",""B6a"",""C2a""]"
ATTR-DEV-0236,dev,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0237,dev,3,Delayed vaccination,"[""A1c""]","[""A2c"",""A3b"",""B1a""]","[""A1c""]"
ATTR-DEV-0238,dev,3,Delayed vaccination,"[""B1c""]","[""B1c""]","[""B1c""]"
ATTR-DEV-0239,dev,3,Delayed vaccination,"[""B7a""]","[""B7a""]","[""B7a""]"
ATTR-DEV-0240,dev,3,Delayed vaccination,"[""A1c"",""C2a""]","[""A2a"",""C2a""]","[""A2a"",""C2a""]"
ATTR-DEV-0241,dev,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0242,dev,3,Delayed vaccination,"[""A1a""]","[""A1c""]","[""A1a""]"
ATTR-DEV-0243,dev,3,Delayed vaccination,"[""A3c""]","[""A3c""]","[""A3c""]"
ATTR-DEV-0244,dev,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0245,dev,3,Delayed vaccination,"[""B4a""]","[""B4a""]","[""B4a""]"
ATTR-DEV-0246,dev,3,Delayed vaccination,"[""A1c""]","[""A3a""]","[""A3a""]"
ATTR-DEV-0247,dev,3,Delayed vaccination,"[""B6a"",""C1d""]","[""B6a""]","[""B6a"",""C1d""]"
ATTR-DEV-0248,dev,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0249,dev,3,Delayed vaccination,"[""A1c""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0250,dev,3,Delayed vaccination,"[""C2a"",""C2b""]","[""C2a"",""C2b""]","[""C2a"",""C2b""]"
ATTR-DEV-0251,dev,3,Delayed vaccination,"[""C1d""]","[""C1d""]","[""C1d""]"
ATTR-DEV-0252,dev,3,Delayed vaccination,"[""C1d""]","[""C1d""]","[""C1d""]"
ATTR-DEV-0253,dev,3,Delayed vaccination,"[""A2a""]","[""C1a""]","[""C1a""]"
ATTR-DEV-0254,dev,3,Delayed vaccination,"[""B5a"",""C2a""]","[""B5a"",""C2a""]","[""B5a"",""C2a""]"
ATTR-DEV-0255,dev,3,Delayed vaccination,"[""A1c"",""A2a""]","[""B6a"",""C2b""]","[""B6a"",""C2b""]"
ATTR-DEV-0256,dev,3,Delayed vaccination,"[""B1c""]","[""B1c"",""B7a""]","[""B1c""]"
ATTR-DEV-0257,dev,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A2a""]"
ATTR-DEV-0258,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0259,dev,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A2a""]"
ATTR-DEV-0260,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0261,dev,3,Delayed vaccination,"[""A1b""]","[""A1b"",""A1c""]","[""A1c""]"
ATTR-DEV-0262,dev,3,Delayed vaccination,"[""D0""]","[""A2a""]","[""D0""]"
ATTR-DEV-0263,dev,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0264,dev,3,Delayed vaccination,"[""A2a"",""B5a""]","[""A1c"",""B6a""]","[""A2a"",""B5a""]"
ATTR-DEV-0265,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0266,dev,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-DEV-0267,dev,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-DEV-0268,dev,3,Delayed vaccination,"[""A1c""]","[""A2a""]","[""A1c""]"
ATTR-DEV-0269,dev,3,Delayed vaccination,"[""A1c""]","[""A2a""]","[""A1c""]"
ATTR-DEV-0270,dev,3,Delayed vaccination,"[""A1c"",""A2c""]","[""A2c"",""B6a""]","[""A2c"",""B6a""]"
ATTR-DEV-0271,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0272,dev,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0273,dev,3,Delayed vaccination,"[""A1c"",""A1d""]","[""A1c"",""A1a""]","[""A1c""]"
ATTR-DEV-0274,dev,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-DEV-0275,dev,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A2a""]"
ATTR-DEV-0276,dev,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-DEV-0277,dev,3,Delayed vaccination,"[""A1a"",""B6a"",""C4b""]","[""A1a"",""B6a"",""C4b""]","[""A1a"",""B6a"",""C4b""]"
ATTR-DEV-0278,dev,3,Delayed vaccination,"[""B4b""]","[""B4b""]","[""B4b""]"
ATTR-DEV-0279,dev,3,Delayed vaccination,"[""C2a""]","[""C1c"",""C2a""]","[""C2a""]"
ATTR-DEV-0280,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0281,dev,3,Delayed vaccination,"[""A1a"",""B6a""]","[""A1a"",""A1c""]","[""A1a"",""B6a""]"
ATTR-DEV-0282,dev,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0283,dev,3,Delayed vaccination,"[""B6a""]","[""B2a"",""B4a"",""B6a""]","[""B6a""]"
ATTR-DEV-0284,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0285,dev,3,Delayed vaccination,"[""C1d""]","[""B7a"",""C1b""]","[""B7a""]"
ATTR-DEV-0286,dev,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0287,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0288,dev,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0289,dev,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A2a""]"
ATTR-DEV-0290,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0291,dev,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-DEV-0292,dev,3,Delayed vaccination,"[""A1c"",""B6a""]","[""A1c"",""B6a""]","[""A1c"",""B6a""]"
ATTR-DEV-0293,dev,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-DEV-0294,dev,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-DEV-0295,dev,3,Delayed vaccination,"[""A2a""]","[""C1d""]","[""C1d""]"
ATTR-DEV-0296,dev,3,Delayed vaccination,"[""A3d""]","[""B6a""]","[""A3d""]"
ATTR-DEV-0297,dev,3,Delayed vaccination,"[""A2c"",""B6a""]","[""A1c"",""A2c""]","[""A2c"",""B6a""]"
ATTR-DEV-0298,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0299,dev,3,Delayed vaccination,"[""B6a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0300,dev,3,Delayed vaccination,"[""A2a""]","[""B6a""]","[""B6a""]"
ATTR-DEV-0301,dev,3,Delayed vaccination,"[""A1c""]","[""A1a""]","[""A1a""]"
ATTR-DEV-0302,dev,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0303,dev,3,Delayed vaccination,"[""A2a"",""A2e""]","[""B6a""]","[""A2a"",""B6a""]"
ATTR-DEV-0304,dev,3,Delayed vaccination,"[""A1a"",""A2a"",""C4c""]","[""A2a""]","[""A1a"",""A2a"",""C4c""]"
ATTR-DEV-0305,dev,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-DEV-0306,dev,3,Delayed vaccination,"[""C1d""]","[""C1d""]","[""C1d""]"
ATTR-DEV-0307,dev,3,Delayed vaccination,"[""B4a"",""C1c""]","[""B4a"",""C1c""]","[""B4a"",""C1c""]"
ATTR-DEV-0308,dev,3,Delayed vaccination,"[""C3a"",""C3b""]","[""C3a"",""C3b""]","[""C3a"",""C3b""]"
ATTR-DEV-0309,dev,3,Delayed vaccination,"[""A2a""]","[""C4b""]","[""C4b""]"
ATTR-DEV-0310,dev,3,Delayed vaccination,"[""A2a""]","[""B6a""]","[""B6a""]"
ATTR-DEV-0311,dev,3,Delayed vaccination,"[""A1c""]","[""B6a""]","[""B6a""]"
ATTR-DEV-0312,dev,3,Delayed vaccination,"[""C3a""]","[""B6a""]","[""C3a""]"
ATTR-DEV-0313,dev,3,Delayed vaccination,"[""A1c"",""C4b""]","[""A1c"",""C4b""]","[""A1c"",""C4b""]"
ATTR-DEV-0314,dev,3,Delayed vaccination,"[""B6a""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0315,dev,3,Delayed vaccination,"[""A3d"",""B7a""]","[""B6a"",""C4b""]","[""D0""]"
ATTR-DEV-0316,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0317,dev,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0318,dev,3,Delayed vaccination,"[""D0""]","[""D0""]","[""D0""]"
ATTR-DEV-0319,dev,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-DEV-0320,dev,3,Delayed vaccination,"[""A1c""]","[""C3f""]","[""C3f""]"
ATTR-DEV-0321,dev,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0322,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0323,dev,3,Delayed vaccination,"[""A2a""]","[""B6a""]","[""A2a""]"
ATTR-DEV-0324,dev,3,Delayed vaccination,"[""B6a""]","[""A1c""]","[""B6a""]"
ATTR-DEV-0325,dev,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-DEV-0326,dev,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0327,dev,3,Delayed vaccination,"[""A2a""]","[""A1a""]","[""A1a""]"
ATTR-DEV-0328,dev,3,Delayed vaccination,"[""A2c""]","[""A2c""]","[""A2c""]"
ATTR-DEV-0329,dev,3,Delayed vaccination,"[""A1c""]","[""B6a""]","[""B6a""]"
ATTR-DEV-0330,dev,3,Delayed vaccination,"[""B6a""]","[""A2a""]","[""B6a""]"
ATTR-DEV-0331,dev,3,Delayed vaccination,"[""A3d""]","[""B6a""]","[""A3d""]"
ATTR-DEV-0332,dev,3,Delayed vaccination,"[""A1c""]","[""B6a""]","[""A1c""]"
ATTR-DEV-0333,dev,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A2a""]"
ATTR-DEV-0334,dev,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-DEV-0335,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0336,dev,3,Delayed vaccination,"[""D0""]","[""A2a""]","[""D0""]"
ATTR-DEV-0337,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0338,dev,3,Delayed vaccination,"[""B6a"",""C4a""]","[""C1d"",""C4a""]","[""C1d"",""C4a""]"
ATTR-DEV-0339,dev,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0340,dev,3,Delayed vaccination,"[""A1c"",""A3e"",""B1a""]","[""A3d"",""A3e"",""B1a""]","[""A3d"",""A3e"",""B1a""]"
ATTR-DEV-0341,dev,3,Delayed vaccination,"[""B6a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0342,dev,3,Delayed vaccination,"[""A3d"",""B6a""]","[""A3d"",""B6a""]","[""A3d"",""B6a""]"
ATTR-DEV-0343,dev,3,Delayed vaccination,"[""A2a""]","[""B6a""]","[""B6a""]"
ATTR-DEV-0344,dev,3,Delayed vaccination,"[""B7a""]","[""A1c""]","[""B7a""]"
ATTR-DEV-0345,dev,3,Delayed vaccination,"[""B7a""]","[""B7a""]","[""B7a""]"
ATTR-DEV-0346,dev,3,Delayed vaccination,"[""B1b"",""B6a""]","[""A2a"",""B1b""]","[""B1b"",""B6a""]"
ATTR-DEV-0347,dev,3,Delayed vaccination,"[""B6a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0348,dev,3,Delayed vaccination,"[""A2d"",""B6a""]","[""A2d"",""B6a""]","[""A2d"",""B6a""]"
ATTR-DEV-0349,dev,3,Delayed vaccination,"[""A2d"",""B3a""]","[""A2d"",""B3a""]","[""A2d"",""B3a""]"
ATTR-DEV-0350,dev,3,Delayed vaccination,"[""D0""]","[""D0""]","[""D0""]"
ATTR-DEV-0351,dev,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-DEV-0352,dev,3,Delayed vaccination,"[""A3d""]","[""A1c""]","[""A3d""]"
ATTR-DEV-0353,dev,3,Delayed vaccination,"[""A2a""]","[""B7a""]","[""B7a""]"
ATTR-DEV-0354,dev,3,Delayed vaccination,"[""A1c"",""A2d""]","[""A2d"",""B6a""]","[""A2d"",""B6a""]"
ATTR-DEV-0355,dev,3,Delayed vaccination,"[""A2a""]","[""B6a""]","[""B6a""]"
ATTR-DEV-0356,dev,3,Delayed vaccination,"[""A1a""]","[""A1a""]","[""A1a""]"
ATTR-DEV-0357,dev,3,Delayed vaccination,"[""A1c"",""B5a""]","[""A1c"",""C3f""]","[""A1c"",""B5a""]"
ATTR-DEV-0358,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0359,dev,3,Delayed vaccination,"[""C1d""]","[""C1d""]","[""C1d""]"
ATTR-DEV-0360,dev,3,Delayed vaccination,"[""C1c""]","[""B6a""]","[""C1c""]"
ATTR-DEV-0361,dev,3,Delayed vaccination,"[""B6a""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0362,dev,3,Delayed vaccination,"[""A1c""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0363,dev,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0364,dev,3,Delayed vaccination,"[""A1c""]","[""B7a""]","[""B7a""]"
ATTR-DEV-0365,dev,3,Delayed vaccination,"[""A2d""]","[""A2a""]","[""A2d""]"
ATTR-DEV-0366,dev,3,Delayed vaccination,"[""A1c""]","[""B6a""]","[""A1c""]"
ATTR-DEV-0367,dev,3,Delayed vaccination,"[""A1c""]","[""A3d""]","[""A3d""]"
ATTR-DEV-0368,dev,3,Delayed vaccination,"[""B6a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0369,dev,3,Delayed vaccination,"[""B3a"",""C4c""]","[""B3a"",""C4d""]","[""B3a"",""C4c""]"
ATTR-DEV-0370,dev,3,Delayed vaccination,"[""A2e""]","[""A2d"",""A2e""]","[""A2e""]"
ATTR-DEV-0371,dev,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-DEV-0372,dev,3,Delayed vaccination,"[""B5a""]","[""B5a""]","[""B5a""]"
ATTR-DEV-0373,dev,3,Delayed vaccination,"[""B6a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0374,dev,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0375,dev,3,Delayed vaccination,"[""A1c""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0376,dev,3,Delayed vaccination,"[""A2a""]","[""B6a""]","[""A2a""]"
ATTR-DEV-0377,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0378,dev,4,Vaccine refusal,"[""A1b"",""C3b""]","[""A1b"",""C3b""]","[""A1b"",""C3b""]"
ATTR-DEV-0379,dev,4,Vaccine refusal,"[""A2a"",""C4c""]","[""A1b"",""C4c""]","[""A1b"",""C4c""]"
ATTR-DEV-0380,dev,4,Vaccine refusal,"[""A1c""]","[""B5b""]","[""B5b""]"
ATTR-DEV-0381,dev,4,Vaccine refusal,"[""A2a"",""A2c"",""A2d""]","[""A2e""]","[""A2a""]"
ATTR-DEV-0382,dev,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0383,dev,4,Vaccine refusal,"[""B1a"",""B1b"",""B1c""]","[""B1a"",""B1b"",""B1c""]","[""B1a"",""B1b"",""B1c""]"
ATTR-DEV-0384,dev,4,Vaccine refusal,"[""C3f""]","[""C3f""]","[""C3f""]"
ATTR-DEV-0385,dev,4,Vaccine refusal,"[""A2c"",""B2b""]","[""A2c"",""B2b""]","[""A2c"",""B2b""]"
ATTR-DEV-0386,dev,4,Vaccine refusal,"[""A1c"",""B5a""]","[""A1c"",""B5a""]","[""A1c"",""B5a""]"
ATTR-DEV-0387,dev,4,Vaccine refusal,"[""A3b""]","[""A2a""]","[""A3b""]"
ATTR-DEV-0388,dev,4,Vaccine refusal,"[""A2a""]","[""A1a""]","[""A1a""]"
ATTR-DEV-0389,dev,4,Vaccine refusal,"[""A1a""]","[""B6a""]","[""A1a""]"
ATTR-DEV-0390,dev,4,Vaccine refusal,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0391,dev,4,Vaccine refusal,"[""A1a"",""C3b""]","[""C3b""]","[""A1a"",""C3b""]"
ATTR-DEV-0392,dev,4,Vaccine refusal,"[""A1a""]","[""A3d""]","[""A1a""]"
ATTR-DEV-0393,dev,4,Vaccine refusal,"[""B6a""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0394,dev,4,Vaccine refusal,"[""A1c""]","[""A3a""]","[""A3a""]"
ATTR-DEV-0395,dev,4,Vaccine refusal,"[""A1a"",""C4d""]","[""A1a"",""C4d""]","[""A1a"",""C4d""]"
ATTR-DEV-0396,dev,4,Vaccine refusal,"[""A1c""]","[""A1c"",""A1a""]","[""A1a""]"
ATTR-DEV-0397,dev,4,Vaccine refusal,"[""A2a"",""C2a""]","[""A1d"",""A2a""]","[""A2a"",""C2a""]"
ATTR-DEV-0398,dev,4,Vaccine refusal,"[""A2a""]","[""B1c""]","[""A2a"",""B1c""]"
ATTR-DEV-0399,dev,4,Vaccine refusal,"[""A2a""]","[""A1a"",""A2a"",""A3e""]","[""A2a""]"
ATTR-DEV-0400,dev,4,Vaccine refusal,"[""A1c""]","[""A2a""]","[""A1c"",""A2a""]"
ATTR-DEV-0401,dev,4,Vaccine refusal,"[""B5a"",""C2a""]","[""B5a"",""C2a""]","[""B5a"",""C2a""]"
ATTR-DEV-0402,dev,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0403,dev,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0404,dev,4,Vaccine refusal,"[""B1c"",""C3c""]","[""B1c"",""C3c""]","[""B1c"",""C3c""]"
ATTR-DEV-0405,dev,4,Vaccine refusal,"[""A2a""]","[""B5a""]","[""B5a""]"
ATTR-DEV-0406,dev,4,Vaccine refusal,"[""B1b"",""B2b""]","[""B1b"",""B2b""]","[""B1b"",""B2b""]"
ATTR-DEV-0407,dev,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0408,dev,4,Vaccine refusal,"[""B5a"",""C2a""]","[""B5a"",""C2a""]","[""B5a"",""C2a""]"
ATTR-DEV-0409,dev,4,Vaccine refusal,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-DEV-0410,dev,4,Vaccine refusal,"[""C2b""]","[""A2a""]","[""C2b""]"
ATTR-DEV-0411,dev,4,Vaccine refusal,"[""A1a"",""C4d""]","[""A1a"",""C4d""]","[""A1a"",""C4d""]"
ATTR-DEV-0412,dev,4,Vaccine refusal,"[""A1c"",""A2a""]","[""A3d"",""C1c""]","[""A1c"",""A2a""]"
ATTR-DEV-0413,dev,4,Vaccine refusal,"[""D0""]","[""A1c""]","[""D0""]"
ATTR-DEV-0414,dev,4,Vaccine refusal,"[""A1a"",""A3c""]","[""A1a"",""A3e""]","[""A1a"",""A3c""]"
ATTR-DEV-0415,dev,4,Vaccine refusal,"[""A1b""]","[""A1c""]","[""A1b"",""A1c""]"
ATTR-DEV-0416,dev,4,Vaccine refusal,"[""A1c"",""A3d""]","[""A2e"",""C3c""]","[""A2e"",""C3c""]"
ATTR-DEV-0417,dev,4,Vaccine refusal,"[""B5b""]","[""B5b""]","[""B5b""]"
ATTR-DEV-0418,dev,4,Vaccine refusal,"[""A2a""]","[""A1c"",""A2b"",""A3a""]","[""A2a""]"
ATTR-DEV-0419,dev,4,Vaccine refusal,"[""A1a"",""C4b""]","[""A2a"",""C4b""]","[""A2a"",""C4b""]"
ATTR-DEV-0420,dev,4,Vaccine refusal,"[""A1b""]","[""A2a""]","[""A1b""]"
ATTR-DEV-0421,dev,4,Vaccine refusal,"[""C1c""]","[""A1a""]","[""A1a""]"
ATTR-DEV-0422,dev,4,Vaccine refusal,"[""A1a"",""A2a"",""B3a""]","[""A1a"",""A2a"",""B3a""]","[""A1a"",""A2a"",""B3a""]"
ATTR-DEV-0423,dev,4,Vaccine refusal,"[""A3d""]","[""B1a""]","[""B1a""]"
ATTR-DEV-0424,dev,4,Vaccine refusal,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0425,dev,4,Vaccine refusal,"[""A1a""]","[""A1a""]","[""A1a""]"
ATTR-DEV-0426,dev,4,Vaccine refusal,"[""B6a"",""C3a"",""C3f""]","[""B5a"",""C3a"",""C3f""]","[""B5a"",""C3a"",""C3f""]"
ATTR-DEV-0427,dev,4,Vaccine refusal,"[""B2b"",""C4b""]","[""B2b"",""C4b""]","[""B2b"",""C4b""]"
ATTR-DEV-0428,dev,4,Vaccine refusal,"[""A1c"",""A2a"",""B7a""]","[""A1a"",""A1c"",""B7a""]","[""A1c"",""A2a"",""B7a""]"
ATTR-DEV-0429,dev,4,Vaccine refusal,"[""C3c""]","[""C3c""]","[""C3c""]"
ATTR-DEV-0430,dev,4,Vaccine refusal,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0431,dev,4,Vaccine refusal,"[""A3d"",""B1b""]","[""A3d"",""B1b""]","[""A3d"",""B1b""]"
ATTR-DEV-0432,dev,4,Vaccine refusal,"[""A3c"",""C3a""]","[""A3c"",""C3a""]","[""A3c"",""C3a""]"
ATTR-DEV-0433,dev,4,Vaccine refusal,"[""A1c""]","[""B4a""]","[""B4a""]"
ATTR-DEV-0434,dev,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0435,dev,4,Vaccine refusal,"[""A2a"",""B6a""]","[""A2a"",""B6a""]","[""A2a"",""B6a""]"
ATTR-DEV-0436,dev,4,Vaccine refusal,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0437,dev,4,Vaccine refusal,"[""A1a""]","[""A1a""]","[""A1a""]"
ATTR-DEV-0438,dev,4,Vaccine refusal,"[""A2a""]","[""A1a""]","[""A1a""]"
ATTR-DEV-0439,dev,4,Vaccine refusal,"[""A1c"",""C4c""]","[""A1c"",""C4c""]","[""A1c"",""C4c""]"
ATTR-DEV-0440,dev,4,Vaccine refusal,"[""B5b""]","[""B1a"",""B1c"",""B2d""]","[""B5b""]"
ATTR-DEV-0441,dev,4,Vaccine refusal,"[""B2c"",""B6a"",""C4d""]","[""A2a"",""B2c"",""C4d""]","[""A2a"",""B2c"",""C4d""]"
ATTR-DEV-0442,dev,4,Vaccine refusal,"[""A1c""]","[""C3f""]","[""C3f""]"
ATTR-DEV-0443,dev,4,Vaccine refusal,"[""A2a"",""B4a""]","[""A1a"",""B4a""]","[""A2a"",""B4a""]"
ATTR-DEV-0444,dev,4,Vaccine refusal,"[""A1b""]","[""A2a""]","[""A1b""]"
ATTR-DEV-0445,dev,4,Vaccine refusal,"[""B2c""]","[""B2c""]","[""B2c""]"
ATTR-DEV-0446,dev,4,Vaccine refusal,"[""B5a""]","[""B5a""]","[""B5a""]"
ATTR-DEV-0447,dev,4,Vaccine refusal,"[""B5b""]","[""C1c""]","[""B5b""]"
ATTR-DEV-0448,dev,4,Vaccine refusal,"[""B1a"",""B5a"",""C3a""]","[""B1a"",""B5a"",""C3a""]","[""B1a"",""B5a"",""C3a""]"
ATTR-DEV-0449,dev,4,Vaccine refusal,"[""B5b""]","[""B5b""]","[""B5b""]"
ATTR-DEV-0450,dev,4,Vaccine refusal,"[""A1b"",""A2a"",""B1c""]","[""A1b"",""A2a"",""B1c""]","[""A1b"",""A2a"",""B1c""]"
ATTR-DEV-0451,dev,4,Vaccine refusal,"[""A1a""]","[""A1a""]","[""A1a""]"
ATTR-DEV-0452,dev,3,Delayed vaccination,"[""B1b"",""B4a"",""C2a""]","[""C2a""]","[""B1b"",""B4a"",""C2a""]"
ATTR-DEV-0453,dev,3,Delayed vaccination,"[""A3d""]","[""A1c""]","[""A3d""]"
ATTR-DEV-0454,dev,3,Delayed vaccination,"[""B4a""]","[""A2a""]","[""B4a""]"
ATTR-DEV-0455,dev,3,Delayed vaccination,"[""A2a"",""A2d"",""A2e""]","[""A2a"",""A2b""]","[""A2a""]"
ATTR-DEV-0456,dev,3,Delayed vaccination,"[""B2b""]","[""B2b""]","[""B2b""]"
ATTR-DEV-0457,dev,3,Delayed vaccination,"[""A3d""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0458,dev,3,Delayed vaccination,"[""A2a""]","[""B6a""]","[""A2a""]"
ATTR-DEV-0459,dev,3,Delayed vaccination,"[""B1b""]","[""B1b""]","[""B1b""]"
ATTR-DEV-0460,dev,3,Delayed vaccination,"[""D0""]","[""A1c""]","[""D0""]"
ATTR-DEV-0461,dev,3,Delayed vaccination,"[""A2c""]","[""A2c""]","[""A2c""]"
ATTR-DEV-0462,dev,3,Delayed vaccination,"[""A3d"",""C1d""]","[""A3d"",""C1d""]","[""A3d"",""C1d""]"
ATTR-DEV-0463,dev,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0464,dev,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0465,dev,3,Delayed vaccination,"[""A2a""]","[""A1a""]","[""A2a""]"
ATTR-DEV-0466,dev,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-DEV-0467,dev,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0468,dev,3,Delayed vaccination,"[""C1c""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0469,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0470,dev,3,Delayed vaccination,"[""C4c""]","[""C4c""]","[""C4c""]"
ATTR-DEV-0471,dev,3,Delayed vaccination,"[""A3d""]","[""A2a""]","[""A3d""]"
ATTR-DEV-0472,dev,3,Delayed vaccination,"[""A3d""]","[""C3a""]","[""C3a""]"
ATTR-DEV-0473,dev,3,Delayed vaccination,"[""A1a"",""B4b""]","[""B4a""]","[""B4b""]"
